partition,index,custID,age,relationship,commtype,Outcome,Treatment,city_Bhopal,city_Chennai,city_Delhi,city_Gurgaon,city_Hyderabad,city_Indore,city_Kochi,city_Lucknow,city_Mumbai,city_Nagpur,city_Noida,city_Raipur,camptype_easy to bank,camptype_mandatory,camptype_ntb,camptype_onboarding,camptype_take two,Propensity,Proba_if_Treated,Proba_if_Untreated,CATE,Recommendation
train,10,93,49,167,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7409873994876134e-01,5.8602210134267807e-02,1.5480061061680317e-02,4.3122150003910065e-02,1.0000000000000000e+00
train,11,45,60,137,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.8323277709967016e-01,8.5064522922039032e-02,6.3350640237331390e-02,2.1713882684707642e-02,1.0000000000000000e+00
train,12,18,43,141,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0281434617577359e-01,4.0868848562240601e-02,1.4170806854963303e-02,2.6698041707277298e-02,1.0000000000000000e+00
train,13,50,43,65,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0626504364836844e-01,7.0439919829368591e-02,2.8198685497045517e-02,4.2241234332323074e-02,1.0000000000000000e+00
train,14,54,33,73,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9402499231244307e-01,3.7963129580020905e-02,1.3906041160225868e-02,2.4057088419795036e-02,1.0000000000000000e+00
train,15,77,56,162,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8758868705661035e-01,5.1316749304533005e-02,1.5760917216539383e-02,3.5555832087993622e-02,1.0000000000000000e+00
train,16,72,60,120,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0181949782612245e-01,1.7246134579181671e-01,4.3333717621862888e-03,1.6812796890735626e-01,1.0000000000000000e+00
train,17,24,46,163,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9867197961439658e-01,6.5703600645065308e-02,2.3975070565938950e-02,4.1728530079126358e-02,1.0000000000000000e+00
train,18,95,36,148,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.6553183825503136e-01,3.9345882833003998e-02,9.6254691481590271e-02,-5.6908808648586273e-02,0.0000000000000000e+00
train,19,3,54,32,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.1564844032468271e-01,2.1390268579125404e-02,1.9950855523347855e-02,1.4394130557775497e-03,0.0000000000000000e+00
train,20,28,54,65,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2464352533665459e-01,2.6004853844642639e-01,1.1965806037187576e-01,1.4039048552513123e-01,1.0000000000000000e+00
train,21,87,18,0,0,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8290357037482046e-01,5.4027624428272247e-02,1.4266865327954292e-02,3.9760760962963104e-02,1.0000000000000000e+00
train,22,24,25,102,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.6690797452775690e-01,7.4564442038536072e-02,1.4514680020511150e-02,6.0049761086702347e-02,1.0000000000000000e+00
train,23,75,45,58,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.7451431365412816e-01,3.9252374321222305e-02,2.4405797943472862e-02,1.4846576377749443e-02,0.0000000000000000e+00
train,24,94,18,57,1,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.4321963843578893e-01,3.1291015446186066e-02,3.6850753426551819e-01,-3.3721652626991272e-01,0.0000000000000000e+00
train,25,79,48,117,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8889651789850336e-01,3.4033007919788361e-02,7.9704355448484421e-03,2.6062572374939919e-02,1.0000000000000000e+00
train,26,82,24,51,1,0,0.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.7969901468408072e-01,4.4667091220617294e-02,6.4415223896503448e-02,-1.9748132675886154e-02,0.0000000000000000e+00
train,27,95,21,120,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5780015448370975e-01,2.1432505548000336e-01,4.3057091534137726e-02,1.7126795649528503e-01,1.0000000000000000e+00
train,28,47,26,68,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9141281265198855e-01,4.1785400360822678e-02,3.6968709900975227e-03,3.8088530302047729e-02,1.0000000000000000e+00
train,29,81,26,66,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.7878905228202745e-01,8.3792425692081451e-02,4.0561091154813766e-02,4.3231334537267685e-02,1.0000000000000000e+00
train,30,82,39,23,0,0,0.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.9905818057948326e-01,1.1810270138084888e-02,1.5545012429356575e-02,-3.7347422912716866e-03,0.0000000000000000e+00
train,31,2,46,130,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1394372667385602e-01,6.8922095000743866e-02,4.1070710867643356e-03,6.4815022051334381e-02,1.0000000000000000e+00
train,32,64,42,4,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.1261220937469532e-01,1.4353784732520580e-02,2.9995504021644592e-01,-2.8560125827789307e-01,0.0000000000000000e+00
train,33,14,45,90,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.1671096907309866e-01,3.5371515899896622e-02,6.5746277570724487e-02,-3.0374761670827866e-02,0.0000000000000000e+00
train,34,26,41,42,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.1842002920017749e-01,3.3665038645267487e-02,5.5367249995470047e-02,-2.1702211350202560e-02,0.0000000000000000e+00
train,35,3,22,56,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0716374748925408e-01,1.0975112020969391e-01,9.1597512364387512e-02,1.8153607845306396e-02,1.0000000000000000e+00
train,36,26,39,128,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.9881532556870872e-01,1.6396966576576233e-01,6.9936409592628479e-02,9.4033256173133850e-02,1.0000000000000000e+00
train,37,95,54,122,1,1,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.6178607608737449e-01,5.1662051677703857e-01,6.4438544213771820e-02,4.5218196511268616e-01,1.0000000000000000e+00
train,38,94,20,81,1,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6530777886771818e-01,4.4217094779014587e-02,2.0815239846706390e-01,-1.6393530368804932e-01,0.0000000000000000e+00
train,39,44,37,125,1,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.9071891684095109e-01,4.1261039674282074e-02,2.3353512585163116e-01,-1.9227409362792969e-01,0.0000000000000000e+00
train,40,40,50,8,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0280101204094541e-01,5.1605045795440674e-02,1.8911011517047882e-02,3.2694034278392792e-02,1.0000000000000000e+00
train,41,10,42,19,1,0,1.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.3019884138547224e-01,6.4374469220638275e-02,5.4465766996145248e-02,9.9087022244930267e-03,0.0000000000000000e+00
train,42,25,51,93,0,1,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.1729687158058191e-01,1.2665449082851410e-01,1.4300265349447727e-02,1.1235422641038895e-01,1.0000000000000000e+00
train,43,9,60,104,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.2927848458959481e-01,2.9081961512565613e-01,6.7614964209496975e-03,2.8405812382698059e-01,1.0000000000000000e+00
train,44,64,31,119,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5355161629885588e-01,5.5105078965425491e-02,5.5877603590488434e-02,-7.7252462506294250e-04,0.0000000000000000e+00
train,45,25,27,148,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5885618393635502e-01,5.6167673319578171e-02,5.9747532010078430e-02,-3.5798586905002594e-03,0.0000000000000000e+00
train,46,64,41,166,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.7818757379884685e-01,4.2521581053733826e-01,5.4132696241140366e-02,3.7108311057090759e-01,1.0000000000000000e+00
train,47,4,54,16,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4390535263372763e-01,2.6847152039408684e-02,3.2109774649143219e-02,-5.2626226097345352e-03,0.0000000000000000e+00
train,48,27,25,8,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1060255972621071e-01,1.1965876817703247e-01,8.5431188344955444e-03,1.1111564934253693e-01,1.0000000000000000e+00
train,49,67,34,38,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9718556616282927e-01,1.1291092261672020e-02,3.7179146893322468e-03,7.5731775723397732e-03,0.0000000000000000e+00
train,50,82,32,45,0,0,1.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.8817157557526331e-01,4.6527157537639141e-03,1.6874054446816444e-02,-1.2221338227391243e-02,0.0000000000000000e+00
train,51,76,40,129,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5500779614376957e-01,2.3599815368652344e-01,1.4490300416946411e-01,9.1095149517059326e-02,1.0000000000000000e+00
train,52,35,29,49,1,0,0.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0266576390640483e-01,6.8635642528533936e-02,4.6844184398651123e-03,6.3951224088668823e-02,1.0000000000000000e+00
train,53,67,25,104,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.7539814149719339e-01,4.0686167776584625e-02,4.0215440094470978e-03,3.6664623767137527e-02,1.0000000000000000e+00
train,54,55,36,124,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8580179725252309e-01,5.4708097130060196e-02,1.7207944765686989e-02,3.7500150501728058e-02,1.0000000000000000e+00
train,55,37,53,158,1,0,0.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0105196765147064e-01,3.4053850919008255e-02,6.3715048134326935e-02,-2.9661197215318680e-02,0.0000000000000000e+00
train,56,59,24,132,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.4651609195778030e-01,1.3596868515014648e-01,1.9685640931129456e-02,1.1628304421901703e-01,1.0000000000000000e+00
train,57,22,37,39,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.1695844122616197e-01,3.4144461154937744e-02,3.6778380163013935e-03,3.0466623604297638e-02,1.0000000000000000e+00
train,58,98,39,12,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.9519445277831592e-01,1.9973687827587128e-02,1.7468761652708054e-02,2.5049261748790741e-03,0.0000000000000000e+00
train,59,96,41,67,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.8638939695336220e-01,4.5294743031263351e-03,7.5336754322052002e-02,-7.0807278156280518e-02,0.0000000000000000e+00
train,60,46,31,31,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0397985711844395e-01,2.1271442994475365e-02,6.0818097554147243e-03,1.5189632773399353e-02,0.0000000000000000e+00
train,61,19,29,145,0,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.6356144101941471e-01,6.3269101083278656e-02,1.6951514780521393e-01,-1.0624604672193527e-01,0.0000000000000000e+00
train,62,11,53,52,1,1,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.3292687709468434e-01,4.9154099822044373e-01,5.3879821300506592e-01,-4.7257214784622192e-02,0.0000000000000000e+00
train,63,88,29,9,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.6522366621782346e-01,5.1331605762243271e-02,1.8530383706092834e-02,3.2801222056150436e-02,1.0000000000000000e+00
train,64,23,29,57,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0561521252561703e-01,4.2698763310909271e-02,1.4667927287518978e-02,2.8030835092067719e-02,1.0000000000000000e+00
train,65,21,55,72,1,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.2678038844598063e-01,5.2067035436630249e-01,4.8926073312759399e-01,3.1409621238708496e-02,1.0000000000000000e+00
train,66,10,34,148,1,0,1.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.9629149350179796e-01,3.7757195532321930e-02,1.5227951109409332e-01,-1.1452231556177139e-01,0.0000000000000000e+00
train,67,2,18,90,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9688990424775420e-01,3.7226222455501556e-02,7.3984847404062748e-03,2.9827738180756569e-02,1.0000000000000000e+00
train,68,30,52,66,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2186505413361517e-01,2.0177060365676880e-01,8.2262419164180756e-03,1.9354435801506042e-01,1.0000000000000000e+00
train,69,3,23,30,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.1344828175174451e-01,8.3169452846050262e-02,7.7821910381317139e-02,5.3475424647331238e-03,0.0000000000000000e+00
train,70,65,22,102,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.7386895560573478e-01,8.1972792744636536e-02,8.5810702294111252e-03,7.3391720652580261e-02,1.0000000000000000e+00
train,71,92,35,172,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.3567690926501607e-01,7.4226096272468567e-02,5.8172787539660931e-03,6.8408817052841187e-02,1.0000000000000000e+00
train,72,26,41,18,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.2337963855378078e-01,1.6220273077487946e-01,1.3782660663127899e-01,2.4376124143600464e-02,1.0000000000000000e+00
train,73,91,38,8,1,1,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.9780414349120711e-01,6.2394309043884277e-01,6.6475369036197662e-02,5.5746769905090332e-01,1.0000000000000000e+00
train,74,13,29,130,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.9434182456120129e-01,4.7624353319406509e-02,2.0538218319416046e-02,2.7086134999990463e-02,1.0000000000000000e+00
train,75,74,58,59,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.1186763042343209e-01,9.5562804490327835e-03,1.0442927479743958e-02,-8.8664703071117401e-04,0.0000000000000000e+00
train,76,88,35,22,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9334298306031998e-01,3.3364035189151764e-02,1.5545012429356575e-02,1.7819022759795189e-02,1.0000000000000000e+00
train,77,38,40,104,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0008281431205659e-01,2.2451348602771759e-02,1.8399049295112491e-03,2.0611444488167763e-02,1.0000000000000000e+00
train,78,36,26,171,0,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.7433408146121586e-01,1.2768918275833130e-01,1.0289669968187809e-02,1.1739951372146606e-01,1.0000000000000000e+00
train,79,99,45,149,0,1,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.7190879102316957e-01,4.4470196962356567e-01,1.9168314337730408e-01,2.5301882624626160e-01,1.0000000000000000e+00
train,80,68,45,76,1,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9888942624675803e-01,2.3829774931073189e-02,2.0416095852851868e-01,-1.8033118546009064e-01,0.0000000000000000e+00
train,81,4,42,171,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.7565493060398517e-01,1.6065649688243866e-02,1.4353643171489239e-02,1.7120065167546272e-03,0.0000000000000000e+00
train,82,26,54,126,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.8736921800667010e-01,4.7498536109924316e-01,1.5561461448669434e-01,3.1937074661254883e-01,1.0000000000000000e+00
train,83,53,29,160,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.7280546613809310e-01,2.1297734975814819e-01,1.7252902686595917e-01,4.0448322892189026e-02,1.0000000000000000e+00
train,84,40,45,167,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9079900401577287e-01,1.0989677160978317e-01,1.0645411675795913e-03,1.0883223265409470e-01,1.0000000000000000e+00
train,85,54,25,29,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9589396983227968e-01,9.1105408966541290e-02,1.3573170639574528e-02,7.7532239258289337e-02,1.0000000000000000e+00
train,86,33,18,154,0,0,1.0000000000000000e+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.7177278764717806e-01,2.4763697758316994e-02,7.7374745160341263e-03,1.7026223242282867e-02,0.0000000000000000e+00
train,87,45,20,68,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.8675311920858039e-01,8.5329487919807434e-02,3.5364266484975815e-02,4.9965221434831619e-02,1.0000000000000000e+00
train,88,93,19,18,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.7778732974429866e-01,2.4317691102623940e-02,2.3621026426553726e-02,6.9666467607021332e-04,0.0000000000000000e+00
train,89,19,19,124,1,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5888774756286288e-01,4.6587299555540085e-02,3.0491623282432556e-01,-2.5832894444465637e-01,0.0000000000000000e+00
train,90,12,43,56,1,0,0.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2269782253702801e-01,1.0724184103310108e-02,2.0227858424186707e-01,-1.9155439734458923e-01,0.0000000000000000e+00
train,91,71,59,7,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.2467089862724570e-01,3.3452194184064865e-02,8.6118867620825768e-03,2.4840306490659714e-02,1.0000000000000000e+00
train,92,4,23,56,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0768474806755759e-01,6.9244824349880219e-02,1.4810546301305294e-02,5.4434277117252350e-02,1.0000000000000000e+00
train,93,58,41,116,0,0,0.0000000000000000e+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9082832430572859e-01,2.1694002673029900e-02,3.6985012702643871e-03,1.7995500937104225e-02,1.0000000000000000e+00
train,94,60,53,97,1,0,1.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0485193298008302e-01,1.3761338591575623e-01,1.1025127768516541e-01,2.7362108230590820e-02,1.0000000000000000e+00
train,95,68,47,32,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0980663302468054e-01,1.1365763843059540e-02,3.7890393286943436e-02,-2.6524629443883896e-02,0.0000000000000000e+00
train,96,95,38,124,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.7228371347743947e-01,7.1594893932342529e-02,3.6498676054179668e-03,6.7945025861263275e-02,1.0000000000000000e+00
train,97,16,18,40,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0186714714087388e-01,7.5950443744659424e-02,9.7108148038387299e-03,6.6239625215530396e-02,1.0000000000000000e+00
train,98,58,28,49,0,0,0.0000000000000000e+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9293360454299134e-01,1.9465755671262741e-02,2.0681459456682205e-02,-1.2157037854194641e-03,0.0000000000000000e+00
train,99,37,24,19,0,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0358386501041486e-01,2.1107859909534454e-02,6.8517420440912247e-03,1.4256117865443230e-02,0.0000000000000000e+00
train,100,91,29,138,1,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.3763763039810538e-01,5.5186647176742554e-01,3.8932904601097107e-01,1.6253742575645447e-01,1.0000000000000000e+00
train,101,12,32,80,0,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0779024552300822e-01,1.1277004145085812e-02,2.9573442880064249e-03,8.3196600899100304e-03,0.0000000000000000e+00
train,102,14,19,110,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.8905049891328983e-01,8.2537636160850525e-02,4.9105424433946609e-02,3.3432211726903915e-02,1.0000000000000000e+00
train,103,99,37,81,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7872952462435636e-01,8.2067698240280151e-02,3.9824441075325012e-02,4.2243257164955139e-02,1.0000000000000000e+00
train,104,62,33,83,0,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8888588771683317e-01,9.2632817104458809e-03,2.5613410398364067e-02,-1.6350127756595612e-02,0.0000000000000000e+00
train,105,92,44,67,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.6525540038952251e-01,1.4354472979903221e-02,1.8104191869497299e-02,-3.7497188895940781e-03,0.0000000000000000e+00
train,106,74,60,159,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9297880106595737e-01,1.2178209424018860e-01,1.4126564376056194e-02,1.0765553265810013e-01,1.0000000000000000e+00
train,107,52,25,155,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.7061168039850421e-01,1.0874403268098831e-01,7.0352843031287193e-03,1.0170874744653702e-01,1.0000000000000000e+00
train,108,89,40,62,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.8920454999682567e-01,1.2112503871321678e-02,1.5328506007790565e-02,-3.2160021364688873e-03,0.0000000000000000e+00
train,109,58,57,81,0,0,1.0000000000000000e+00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.1254901708712419e-01,4.9684788100421429e-03,8.2016721367835999e-02,-7.7048242092132568e-02,0.0000000000000000e+00
train,110,36,33,96,1,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.9617212007298661e-01,6.5620169043540955e-02,8.8750245049595833e-03,5.6745145469903946e-02,1.0000000000000000e+00
train,111,39,32,142,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.8459791298475374e-01,2.7154451608657837e-01,3.6404100060462952e-01,-9.2496484518051147e-02,0.0000000000000000e+00
train,112,70,59,127,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0023310789990971e-01,1.2520179152488708e-01,5.3898550570011139e-02,7.1303240954875946e-02,1.0000000000000000e+00
